True,iforestPythonScore
0,0.44978587042350726
1,0.4547020110380846
2,0.4833672381483982
3,0.39935564894754055
4,0.42372443371785545
5,0.4618580601047961
6,0.3968713124348629
7,0.46058656848008317
8,0.38268568462985486
9,0.433522820482034
10,0.4203228526490325
11,0.42011168856851866
12,0.49796189871333685
13,0.4445655450237415
14,0.3824927853256914
15,0.43063360502094283
16,0.4470824247813733
17,0.4285841478397897
18,0.40574636699030436
19,0.40276041615597924
20,0.5100627843257358
21,0.4757775090243062
22,0.3946748830198995
23,0.3988204004544782
24,0.42572154736687223
25,0.4930687039138688
26,0.38958656312986767
27,0.5106107243477798
28,0.5295145833243912
29,0.40119533123346385
30,0.4593308930920729
31,0.4595688635316761
32,0.4230980623085047
33,0.41557344556483694
34,0.44503542641080795
35,0.42383871280689983
36,0.4331037962126477
37,0.45849557147131376
38,0.4322466756814626
39,0.42406092271737084
40,0.3774856728847724
41,0.42381071015328153
42,0.3925706088072798
43,0.39368334300500557
44,0.4163873325650965
45,0.41911057859355616
46,0.4222801732248205
47,0.4430858553464203
48,0.4088706243591366
49,0.44713346204802273
50,0.41915235347000745
51,0.5278428791912616
52,0.4632700585576094
53,0.41657044816126443
54,0.4378082464160059
55,0.4502045415340065
56,0.5312872923735101
57,0.40088368599142143
58,0.46460066142713574
59,0.39755628317694813
60,0.520004346994542
61,0.41888126173017753
62,0.42587498125019874
63,0.5294908153190092
64,0.4620174938245301
65,0.4339535919788924
66,0.4464526735473981
67,0.39308820167752123
68,0.5236495411355228
69,0.4795902859995872
70,0.41634379293445795
71,0.42771153880510526
72,0.3808717024965247
73,0.4341599633101074
74,0.42385998609620634
75,0.45963208521218374
76,0.46349293017914167
77,0.39421339281020007
78,0.3906244527459213
79,0.4304939627975199
80,0.448580040033798
81,0.4549777952462257
82,0.4869211435152116
83,0.44501419626022676
84,0.437877295655738
85,0.43567151048724595
86,0.48558400907406557
87,0.42635047459129943
88,0.4970252054391852
89,0.4523299297147695
90,0.4526724250782369
91,0.4461053021637828
92,0.4052238646486145
93,0.4402204377192456
94,0.42027652100963914
95,0.4523564989818788
96,0.39886567900143927
97,0.43194228966319936
98,0.41052735065127766
99,0.38282717110257514
100,0.419483523816651
101,0.448487854437686
102,0.3812005590372892
103,0.4128506957986388
104,0.38613192732981755
105,0.3977385323918301
106,0.43179567363810584
107,0.45912012278504616
108,0.5272490062151869
109,0.4496842104929594
110,0.43640633341879315
111,0.5472414519012645
112,0.37601202752507673
113,0.4073689275643726
114,0.5164998319070307
115,0.4208563920702186
116,0.41643376031035717
117,0.5029707832278449
118,0.4508795796522535
119,0.5083080294061577
120,0.5061612972814102
121,0.5678945594372681
122,0.4415709585776798
123,0.4462825729325448
124,0.37699797138946384
125,0.4229102018871913
126,0.44522058678256293
127,0.4485208493527121
128,0.3908301291403253
129,0.43498049920867354
130,0.4170533295848142
131,0.4445536757702538
132,0.39573862306933066
133,0.39702659889441866
134,0.45870615657166613
135,0.4669518562901146
136,0.4217588182817017
137,0.40864594254896425
138,0.4475507522262622
139,0.42458314847306894
140,0.3974050774807317
141,0.4293989274650132
142,0.41697321633430046
143,0.44705494191956585
144,0.4307253057221663
145,0.4356360814598974
146,0.4508534319355196
147,0.4241197138832985
148,0.39812955873842026
149,0.4815015616227303
150,0.43846141711107606
151,0.44124933965243573
152,0.38384996181538905
153,0.3942001787690589
154,0.44150561995838333
155,0.44053927911362495
156,0.48237988521212694
157,0.4643045931848227
158,0.4501634704911552
159,0.4647604934351659
160,0.40945757810018457
161,0.49032969382324426
162,0.40672413109667527
163,0.4309420683674293
164,0.5015481881636372
165,0.4418612712803735
166,0.40882386103329177
167,0.42537035461145617
168,0.4220639457850295
169,0.44908251967733104
170,0.4194982012297228
171,0.46796202319383573
172,0.4422223592279534
173,0.41592596867316184
174,0.3768269518499885
175,0.43140912866391545
176,0.4178001427433877
177,0.3929993950461366
178,0.47017580110228296
179,0.48485162630291445
180,0.39543668773230034
181,0.48066573092080633
182,0.43559521881930224
183,0.40928968010126154
184,0.3870354429576406
185,0.46221669602254517
186,0.443029785414533
187,0.5138884755515615
188,0.441841643076164
189,0.4793274505127905
190,0.46814826257212666
191,0.42949903491660085
192,0.4556935723096196
193,0.45938715755353904
194,0.443028271922005
195,0.4106626739841582
196,0.4741188065925978
197,0.42588358941584925
198,0.46344702922991654
199,0.4493402159301043
200,0.39341241998582405
201,0.40708541677300725
202,0.4315089627570722
203,0.4680733709359742
204,0.42251351918789387
205,0.40551733685811997
206,0.5305888270909296
207,0.4611041533945282
208,0.38357291531259113
209,0.5303093730775782
210,0.4323325307463595
211,0.3843987603967398
212,0.39758982118858643
213,0.49932285033733415
214,0.46835267914579026
215,0.45974456221870075
216,0.45759786057621415
217,0.41384725438794173
218,0.44335851431612255
219,0.44739971673683443
220,0.5398058318352108
221,0.4680206377968982
222,0.5304485576050634
223,0.42888064823922406
224,0.43239519301598595
225,0.45846915287466067
226,0.41962203440988033
227,0.39967424354855996
228,0.45188813716836396
229,0.5322917929732376
230,0.40620443104590037
231,0.3865593170587254
232,0.413151177690148
233,0.47563624273444716
234,0.45466775447463925
235,0.4609165772216216
236,0.45082872390689216
237,0.4195597868170304
238,0.4387142292203519
239,0.4318884935968116
240,0.3969308931933834
241,0.4831100782088951
242,0.479692406609478
243,0.4287192739640918
