id,scores
0,0.361867
1,0.372234
2,0.353593
3,0.357218
4,0.356575
5,0.362021
6,0.348711
7,0.354951
8,0.356777
9,0.356581
10,0.367278
11,0.371925
12,0.370163
13,0.366929
14,0.361785
15,0.368555
16,0.383416
17,0.357599
18,0.359707
19,0.360821
20,0.362916
21,0.352116
22,0.391272
23,0.373835
24,0.376554
25,0.362861
26,0.390246
27,0.364306
28,0.420606
29,0.368179
30,0.403095
31,0.382937
32,0.372672
33,0.375676
34,0.360268
35,0.360618
36,0.384400
37,0.395262
38,0.361050
39,0.377875
40,0.381138
41,0.449185
42,0.378369
43,0.376001
44,0.350585
45,0.393180
46,0.356065
47,0.362399
48,0.375024
49,0.387956
50,0.361392
51,0.371999
52,0.365424
53,0.366208
54,0.365329
55,0.378947
56,0.358642
57,0.370644
58,0.378564
59,0.381690
60,0.402387
61,0.374977
62,0.368937
63,0.414091
64,0.378151
65,0.357340
66,0.358348
67,0.393760
68,0.357769
69,0.373130
70,0.358710
71,0.432541
72,0.353737
73,0.360575
74,0.356612
75,0.360824
76,0.359188
77,0.363778
78,0.374873
79,0.358965
80,0.390392
81,0.356863
82,0.356706
83,0.388442
84,0.362236
85,0.399320
86,0.351615
87,0.375072
88,0.379948
89,0.372128
90,0.358066
91,0.347686
92,0.379718
93,0.364146
94,0.346741
95,0.385636
96,0.384166
97,0.367158
98,0.346400
99,0.363834
100,0.390727
101,0.397028
102,0.376299
103,0.383928
104,0.373630
105,0.392150
106,0.405785
107,0.380749
108,0.382213
109,0.356662
110,0.438910
111,0.382225
112,0.371281
113,0.395678
114,0.382170
115,0.381508
116,0.362461
117,0.363596
118,0.423294
119,0.366598
120,0.372816
121,0.385633
122,0.357294
123,0.369828
124,0.364390
125,0.374332
126,0.367767
127,0.349012
128,0.385562
129,0.392457
130,0.357671
131,0.351643
132,0.364705
133,0.376062
134,0.383140
135,0.395286
136,0.418303
137,0.345863
138,0.350286
139,0.384692
140,0.367508
141,0.405222
142,0.358339
143,0.355140
144,0.358070
145,0.371513
146,0.349865
147,0.354956
148,0.353650
149,0.390211
150,0.390501
151,0.360868
152,0.354963
153,0.388421
154,0.351095
155,0.355172
156,0.356646
157,0.352522
158,0.421280
159,0.360210
160,0.375141
161,0.352968
162,0.371020
163,0.418399
164,0.359478
165,0.347501
166,0.372094
167,0.354641
168,0.392303
169,0.381608
170,0.372723
171,0.420659
172,0.353208
173,0.390696
174,0.347587
175,0.371510
176,0.392089
177,0.375372
178,0.354628
