True,iforestPythonScore
0,0.43099161237949324
1,0.4722545795597097
2,0.4226824876015762
3,0.4439401225490076
4,0.4483165836133123
5,0.44802406257794447
6,0.42535641766916177
7,0.43050328209984
8,0.42482449287323376
9,0.4200276314566644
10,0.44162915751848414
11,0.4682171874858762
12,0.4332452248183328
13,0.45068372715921884
14,0.44460960034068947
15,0.4418341510193536
16,0.5032695675282367
17,0.4204853440972041
18,0.4497177936043945
19,0.4368945141984081
20,0.4543800605200351
21,0.42604898666946495
22,0.4550940083766987
23,0.44532458662371494
24,0.46027089751346845
25,0.4337710405427072
26,0.5064797971721592
27,0.4369522979468148
28,0.5191718397025806
29,0.4495284974197655
30,0.5013214365457502
31,0.4947704182531963
32,0.47265503607626097
33,0.4669237707659048
34,0.44091317427016213
35,0.44073509016507006
36,0.46838359200979635
37,0.4778603331755234
38,0.4390392724533236
39,0.4554720424483449
40,0.48256099729587576
41,0.5616362925221371
42,0.4517038179836852
43,0.45884738561084554
44,0.43121377693401447
45,0.4685402168066313
46,0.42115810786933894
47,0.443143664771531
48,0.43789584247603974
49,0.48118918572620056
50,0.4665907349946263
51,0.45723092383223607
52,0.4576436513713971
53,0.4495830073873433
54,0.4601459793356975
55,0.45418588292342205
56,0.4243224505025385
57,0.4381115618701107
58,0.4535246777051753
59,0.445664804533938
60,0.4672037096535265
61,0.45672596054002673
62,0.44812496568150834
63,0.5203231244740113
64,0.4583570832133033
65,0.4314223174240284
66,0.4210977669158066
67,0.4797970168452308
68,0.4362534956713926
69,0.4644026370769768
70,0.4457770089657553
71,0.5369836612845076
72,0.42753416312097886
73,0.4458735728662405
74,0.4371770640577552
75,0.44683093097176935
76,0.45050738489040554
77,0.46625315725039745
78,0.4504208547170518
79,0.43612076278465484
80,0.47152584528055264
81,0.43368422173705856
82,0.44940081557742206
83,0.4642222086561998
84,0.450976906381054
85,0.46284406692032576
86,0.42125307578992915
87,0.46188214923771503
88,0.4679276813573591
89,0.46117694584607843
90,0.430472787145236
91,0.4219439694712732
92,0.4626641448239503
93,0.4450795004057432
94,0.4178799045940376
95,0.45980816563385435
96,0.4642742567789144
97,0.4495918902809127
98,0.435921126126901
99,0.46124257805880203
100,0.4985350619734535
101,0.49960578870767053
102,0.4646524317679414
103,0.48326718125904417
104,0.46054808398482155
105,0.49668710967073
106,0.5280166695314435
107,0.48193362661619893
108,0.45347600205796434
109,0.42473663411119356
110,0.5311113268106273
111,0.45282923832114813
112,0.4524531270904869
113,0.5097075497720731
114,0.4707275571860689
115,0.4808029841305022
116,0.44939239039302586
117,0.43710324893139285
118,0.5269211521532225
119,0.457273267991237
120,0.4630441704113679
121,0.45099069594497165
122,0.4233989822618673
123,0.4499602735284424
124,0.4405136052605519
125,0.4697486649670032
126,0.4504186319271653
127,0.434278005008417
128,0.4663693499739628
129,0.4862855195160494
130,0.44076814338487813
131,0.4193812837729312
