True,iforestPythonScore
0,0.40173545490734613
1,0.43465759460648623
2,0.3829465533823153
3,0.3826847600912522
4,0.39492634962568385
5,0.585600496705406
6,0.36853647167340015
7,0.3981530516697568
8,0.4234338796805675
9,0.47841841386771367
10,0.3740774702668417
11,0.3963871787013176
12,0.40709555832579464
13,0.39163408109826126
14,0.36951663742013774
15,0.42279644781919484
16,0.3911791796725922
17,0.3721838600658517
18,0.4297077899793451
19,0.3746951502722303
20,0.3964364264887803
21,0.6274420774930896
22,0.3729681947430405
23,0.3730976536956005
24,0.409237506268046
25,0.3923898553258601
26,0.4244814233425064
27,0.39897698349385957
28,0.4237577732053218
29,0.38044921133806886
30,0.37455482493907066
31,0.6031734651524288
32,0.38569198692808904
33,0.4811321481473887
34,0.3908117739064013
35,0.37536073599806197
36,0.3728673426644062
37,0.379997043543594
38,0.37902775481764917
39,0.3790531813191714
40,0.3701904444973944
41,0.3967625508871087
42,0.40354449072637466
43,0.41721553274002154
44,0.41700317094970274
45,0.41072933207787626
46,0.41829169458067095
47,0.3810941851325571
48,0.39659876976800207
49,0.45968444234340106
50,0.40194663236518197
51,0.3685008209942196
52,0.4396834604166392
53,0.3785677980586758
54,0.4117120081971549
55,0.40296093954088336
56,0.4122941638854195
57,0.3802039071674499
58,0.3723181475920816
59,0.38649834190190696
60,0.37783205960665806
61,0.43928353219614313
62,0.3940394090919555
63,0.36756642847218934
64,0.48657351616086936
65,0.42590673153728015
66,0.4010716193729246
67,0.4147248822082915
68,0.3874259995266468
69,0.5019260916119975
70,0.4644316129893635
71,0.38132113780766186
72,0.4661801837878147
73,0.41163175316712697
74,0.4152764346192124
75,0.39138825164190055
76,0.39775045950585397
77,0.43670456470357555
78,0.4101558394370209
79,0.3787960990882804
80,0.4094849751912167
81,0.3924525527514212
82,0.425321840604055
83,0.38273828652204644
84,0.38444288038831526
85,0.42225471514606716
86,0.38484810604540676
87,0.3706265529822467
88,0.4169238136755837
89,0.39947078551902515
90,0.37775958632234385
91,0.4172841552674262
92,0.395083020308028
93,0.3947453865546813
94,0.4036198130131784
95,0.41179619280822327
96,0.3827916657979268
97,0.42196047138500004
98,0.3917109963551951
99,0.4499463487342483
100,0.4125791311035242
101,0.4214336887097635
102,0.3840833164568273
103,0.503720140526103
104,0.39829483400286736
105,0.39535593730000285
106,0.4093558520825643
107,0.41368521156974714
108,0.3809346242161096
109,0.391698901462657
110,0.4102497792436599
111,0.47186421501229087
112,0.39766389250835
113,0.42491031814232516
114,0.4298070994604717
115,0.40178665993820745
116,0.37927870180567
117,0.425033132338293
118,0.37727134736575574
119,0.3902089595135496
120,0.4192345916289666
121,0.38073639937319154
122,0.3947121139959124
123,0.39161070428132716
124,0.37781536955676503
125,0.37854739864732606
126,0.47610369467806773
127,0.40742180850859344
128,0.39521395398666664
129,0.3757550073397536
130,0.4034362193097583
131,0.3966008276027885
132,0.42069066302506536
133,0.3755430706041859
134,0.4523189882339419
135,0.404137258617785
136,0.364665882188693
137,0.46315755349602306
138,0.4228161927044481
139,0.3944416121252931
140,0.4078725152777704
141,0.40362558251314584
142,0.3810624671431685
143,0.3723165189432935
144,0.41799966376466363
145,0.38573689242326475
146,0.36536093311322293
147,0.3682164875178211
148,0.46308834189137044
149,0.3846232459046208
150,0.4868647373627094
151,0.44583927061929585
152,0.49979731303776326
153,0.4542370206682991
154,0.37856224556269036
155,0.4306017260451601
156,0.3864628361388145
157,0.46741978779255305
158,0.42685544276468873
159,0.508738458575056
160,0.38126944163493165
161,0.4288002045800899
162,0.4247415715487463
163,0.39096889727262735
164,0.38030241622703803
165,0.40971400165468297
166,0.3675225687524112
167,0.40080579818669265
168,0.45346867940661845
169,0.38823253637067795
170,0.3792920275976797
171,0.43017408658888256
172,0.39107020285179517
173,0.391742995016772
174,0.40362580261504327
175,0.49720201113667406
176,0.38936273853424935
177,0.3936987443972912
178,0.41715852816377275
179,0.4139596653003824
180,0.4235507892753596
