id,scores
0,0.386435
1,0.362149
2,0.361608
3,0.356171
4,0.366468
5,0.369750
6,0.358375
7,0.373197
8,0.357710
9,0.362322
10,0.359828
11,0.369160
12,0.357468
13,0.368874
14,0.363752
15,0.369233
16,0.393032
17,0.371727
18,0.383320
19,0.382582
20,0.378704
21,0.387849
22,0.375727
23,0.412844
24,0.364095
25,0.373551
26,0.365801
27,0.364177
28,0.358895
29,0.354164
30,0.370301
31,0.367517
32,0.361372
33,0.350449
34,0.376115
35,0.355080
36,0.352655
37,0.369939
38,0.368449
39,0.353185
40,0.399930
41,0.390174
42,0.359356
43,0.356736
44,0.403085
45,0.354015
46,0.364530
47,0.356520
48,0.406149
49,0.403180
50,0.353691
51,0.402492
52,0.384917
53,0.408454
54,0.415560
55,0.351329
56,0.389517
57,0.355741
58,0.370586
59,0.365882
60,0.360689
61,0.376964
62,0.402544
63,0.413215
64,0.366781
65,0.367615
66,0.371426
67,0.367666
68,0.359249
69,0.366398
70,0.367962
71,0.366823
72,0.357582
73,0.368044
74,0.365860
75,0.376640
76,0.362278
77,0.368143
78,0.369130
79,0.415321
80,0.370045
81,0.359052
82,0.363613
83,0.389365
84,0.379327
85,0.427111
86,0.359193
87,0.374382
88,0.386578
89,0.367258
90,0.377105
91,0.363122
92,0.376576
93,0.375363
94,0.358876
95,0.356067
96,0.356946
97,0.376755
98,0.372125
99,0.375801
100,0.374973
101,0.372317
102,0.361276
103,0.416617
104,0.404116
105,0.365070
106,0.378052
107,0.388675
108,0.390213
109,0.378988
110,0.417074
111,0.388911
112,0.368619
113,0.363259
114,0.362813
115,0.361573
116,0.382890
117,0.369523
118,0.386519
119,0.376851
120,0.367366
121,0.363943
122,0.404670
123,0.411970
124,0.402446
125,0.379895
126,0.354573
127,0.443027
128,0.369269
129,0.369773
130,0.361292
131,0.366351
132,0.358295
133,0.368961
134,0.353520
135,0.357113
136,0.365436
137,0.378440
138,0.368852
139,0.359207
140,0.357073
141,0.430560
142,0.368242
143,0.353649
144,0.357543
145,0.370531
146,0.356875
147,0.355316
148,0.352845
149,0.365042
150,0.359184
151,0.361497
152,0.380120
153,0.353565
154,0.411627
155,0.372180
156,0.367512
157,0.352930
158,0.355793
159,0.371744
160,0.352478
161,0.359155
162,0.363510
163,0.365290
164,0.368738
165,0.361025
166,0.354132
167,0.379305
168,0.404960
169,0.382731
170,0.378615
171,0.374494
172,0.401744
173,0.371388
174,0.349676
175,0.351346
176,0.360766
177,0.377326
178,0.360285
179,0.381432
180,0.379871
181,0.364791
182,0.362359
183,0.375728
184,0.358538
185,0.386612
186,0.362939
187,0.360082
188,0.369661
189,0.356783
190,0.356742
191,0.396394
192,0.355123
193,0.389255
194,0.399167
195,0.354502
196,0.363029
197,0.423510
198,0.384730
199,0.379974
200,0.370316
201,0.402850
202,0.359547
203,0.414433
204,0.378926
205,0.362066
206,0.395334
207,0.361846
208,0.380695
209,0.420879
210,0.364567
211,0.362866
212,0.369357
213,0.386997
214,0.350893
215,0.357824
216,0.354805
217,0.369731
218,0.366757
219,0.357992
220,0.353213
221,0.392245
222,0.400137
223,0.352230
224,0.363559
225,0.357289
226,0.392295
227,0.354420
228,0.369582
229,0.354464
230,0.361573
231,0.369458
232,0.363925
233,0.416039
234,0.372983
235,0.411925
236,0.374326
237,0.394927
238,0.359815
239,0.403999
240,0.366673
241,0.356103
242,0.353982
243,0.361846
244,0.351352
245,0.366888
246,0.360561
247,0.364538
248,0.351466
249,0.382262
250,0.369498
251,0.378057
252,0.372007
253,0.371594
254,0.434640
255,0.361682
256,0.378020
257,0.368609
258,0.379477
259,0.376178
260,0.385069
261,0.362109
262,0.393464
263,0.376448
264,0.367324
265,0.367615
266,0.355816
267,0.357808
268,0.368232
269,0.358589
270,0.369589
271,0.361885
272,0.366544
273,0.358712
274,0.355186
275,0.356367
276,0.370303
277,0.370430
278,0.359581
279,0.371321
280,0.389798
281,0.361082
282,0.372665
283,0.356860
284,0.355828
285,0.356647
286,0.357869
287,0.353816
288,0.388028
289,0.359251
290,0.401991
291,0.356019
292,0.431504
293,0.353362
294,0.357962
295,0.355115
296,0.359712
297,0.362170
298,0.363996
299,0.369781
300,0.366735
301,0.365837
302,0.375922
303,0.369186
304,0.374145
305,0.375916
306,0.370232
307,0.378002
308,0.364209
309,0.372004
310,0.354878
311,0.350766
312,0.349810
313,0.358549
314,0.354599
315,0.375533
316,0.363218
317,0.353562
318,0.427854
319,0.360345
320,0.376691
321,0.366344
322,0.362150
323,0.361569
324,0.383552
325,0.364991
326,0.362506
327,0.372052
328,0.410153
329,0.360748
330,0.360373
331,0.351778
332,0.382436
333,0.435828
334,0.393056
335,0.379016
336,0.372590
337,0.366557
338,0.363674
339,0.377637
340,0.371009
341,0.361645
342,0.370205
343,0.375624
344,0.364971
345,0.363679
346,0.367496
347,0.375704
348,0.370856
349,0.373671
350,0.383985
351,0.361190
352,0.378937
353,0.378802
354,0.382351
355,0.369889
356,0.367698
357,0.423362
358,0.391014
359,0.367357
360,0.357433
361,0.379687
362,0.363996
363,0.376513
364,0.379629
365,0.361670
366,0.367955
367,0.360368
368,0.366969
369,0.351062
370,0.370135
371,0.368355
372,0.350379
373,0.357071
374,0.387025
375,0.353568
376,0.356738
377,0.361132
378,0.372878
379,0.363070
380,0.357317
381,0.397793
382,0.360450
383,0.355867
384,0.357122
385,0.366254
386,0.359203
387,0.359477
388,0.352631
389,0.438611
390,0.406967
391,0.384334
392,0.434339
393,0.384956
394,0.426594
395,0.367718
396,0.382761
397,0.371224
398,0.415273
399,0.362771
400,0.372160
401,0.381696
402,0.353775
403,0.388170
404,0.354845
405,0.388763
406,0.387299
407,0.385343
408,0.373389
409,0.384493
410,0.367377
411,0.347052
412,0.358493
413,0.430741
414,0.371672
415,0.404029
416,0.353883
417,0.371661
418,0.359224
419,0.423443
420,0.435875
421,0.350068
422,0.404370
423,0.396803
424,0.427651
425,0.361810
426,0.356422
427,0.362239
428,0.368578
429,0.420580
430,0.360060
431,0.353826
432,0.359959
433,0.371219
434,0.367489
435,0.358565
436,0.372769
437,0.363978
438,0.374186
439,0.369320
440,0.362676
441,0.362348
442,0.365700
443,0.374004
444,0.356635
445,0.365463
446,0.373381
447,0.359631
448,0.358488
449,0.369075
450,0.390770
451,0.357846
452,0.378214
453,0.362959
454,0.382867
455,0.364716
456,0.359866
457,0.362022
458,0.368836
459,0.370722
460,0.368520
461,0.356859
462,0.353914
463,0.368187
464,0.358018
465,0.348762
466,0.381296
467,0.379984
468,0.373446
469,0.354474
470,0.363357
471,0.360365
472,0.369278
473,0.359563
474,0.355035
475,0.360926
476,0.352035
477,0.366255
478,0.358865
479,0.355858
480,0.422639
481,0.363915
482,0.372509
483,0.369069
484,0.351202
485,0.385845
486,0.378629
487,0.356527
488,0.358789
489,0.400947
490,0.380030
491,0.359875
492,0.367370
493,0.347952
494,0.364681
495,0.372480
496,0.399858
497,0.393101
498,0.360032
499,0.358923
500,0.366603
501,0.367874
502,0.369247
503,0.366302
504,0.371859
505,0.394187
506,0.349930
507,0.356606
508,0.355992
509,0.375415
510,0.377158
511,0.378461
512,0.391011
513,0.371723
514,0.384099
515,0.369684
516,0.356843
517,0.363641
518,0.401257
519,0.353684
520,0.359761
521,0.363604
522,0.380596
523,0.402843
524,0.368619
525,0.380196
526,0.379320
527,0.366882
528,0.354380
529,0.346700
530,0.369488
531,0.365127
532,0.387010
533,0.386510
534,0.374185
535,0.379885
536,0.346833
537,0.365795
538,0.357124
539,0.374350
540,0.353295
541,0.380759
542,0.368038
543,0.352781
544,0.358649
545,0.401648
546,0.377679
547,0.360952
548,0.351636
549,0.376479
550,0.367319
551,0.385924
552,0.374832
553,0.378542
554,0.370381
555,0.383997
556,0.371925
557,0.358390
558,0.358971
559,0.363340
560,0.365795
561,0.380461
562,0.366319
563,0.379797
564,0.358091
565,0.382177
566,0.351670
567,0.352459
568,0.352500
569,0.356650
570,0.350417
571,0.377389
572,0.364999
573,0.373739
574,0.362997
575,0.358045
576,0.365807
577,0.364484
578,0.360435
579,0.363018
580,0.360603
581,0.357515
582,0.365997
583,0.356879
584,0.351259
585,0.386683
586,0.357123
587,0.360051
588,0.388574
589,0.354578
590,0.398878
591,0.380694
592,0.362243
593,0.389600
594,0.355277
595,0.401280
596,0.352592
597,0.355583
598,0.379173
599,0.388829
600,0.364673
601,0.357201
602,0.369603
603,0.372202
604,0.400082
605,0.362324
606,0.375159
607,0.361764
608,0.362804
609,0.357720
610,0.351261
611,0.366689
612,0.369809
613,0.352143
614,0.365766
615,0.351157
616,0.350650
617,0.359706
618,0.354601
619,0.364251
620,0.400437
621,0.349699
622,0.351718
623,0.375489
624,0.361654
625,0.360562
626,0.354015
627,0.383564
628,0.364023
629,0.367619
630,0.379280
631,0.349774
632,0.394261
633,0.389343
634,0.388421
635,0.356902
636,0.358964
637,0.367784
638,0.404085
639,0.363468
640,0.386216
641,0.358857
642,0.357108
643,0.358101
644,0.364847
645,0.379363
646,0.433202
647,0.395035
648,0.392688
649,0.351419
650,0.359001
651,0.354831
652,0.360142
653,0.382105
654,0.378868
655,0.356367
656,0.379230
657,0.408167
658,0.374939
659,0.409836
660,0.402296
661,0.386087
662,0.356121
663,0.385448
664,0.377419
665,0.362445
666,0.394570
667,0.365122
668,0.387996
669,0.396073
670,0.379835
671,0.367282
672,0.354621
673,0.430431
674,0.366386
675,0.370942
676,0.376309
677,0.368353
678,0.350897
679,0.390489
680,0.360607
681,0.414599
682,0.384761
683,0.372901
684,0.360645
685,0.351805
686,0.380073
687,0.353215
688,0.387153
689,0.372160
690,0.382531
691,0.407175
692,0.364291
693,0.384347
694,0.364954
695,0.383064
696,0.375724
697,0.365491
698,0.371319
699,0.356075
700,0.352889
701,0.365085
702,0.359374
703,0.393047
704,0.368573
705,0.371587
706,0.366047
707,0.354284
708,0.364234
709,0.408076
710,0.351754
711,0.369288
712,0.363606
713,0.373291
714,0.412358
715,0.365294
716,0.356649
717,0.359310
718,0.349638
719,0.354778
720,0.363198
721,0.367262
722,0.373350
723,0.369524
724,0.366463
725,0.382829
726,0.410699
727,0.384277
728,0.387635
729,0.356283
730,0.366793
731,0.356194
732,0.381375
733,0.367023
734,0.373883
735,0.371338
736,0.362919
737,0.377779
738,0.388222
739,0.366564
740,0.361268
741,0.362084
742,0.378868
743,0.403194
744,0.349646
745,0.387931
746,0.369496
747,0.385773
748,0.434509
749,0.440354
750,0.385477
751,0.362537
752,0.370218
753,0.385232
754,0.376615
755,0.418932
756,0.385844
757,0.358336
758,0.355589
759,0.356918
760,0.354323
761,0.374092
762,0.361214
763,0.364112
764,0.385055
765,0.349554
766,0.358546
767,0.381666
768,0.361166
769,0.357511
770,0.366809
771,0.363066
772,0.373620
773,0.371719
774,0.358220
775,0.369047
776,0.376379
777,0.385291
778,0.435249
779,0.384617
780,0.361594
781,0.377977
782,0.375630
783,0.391967
784,0.365362
785,0.412318
786,0.368627
787,0.354487
788,0.351552
789,0.363596
790,0.362212
791,0.353156
792,0.381723
793,0.355735
794,0.360969
795,0.356814
796,0.359064
797,0.349094
798,0.358630
799,0.391991
800,0.350716
801,0.361595
802,0.363029
803,0.352045
804,0.350210
805,0.414522
806,0.361702
807,0.391008
808,0.390823
809,0.359567
810,0.375973
811,0.356506
812,0.443225
813,0.366954
814,0.356254
815,0.356697
816,0.363210
817,0.371012
818,0.392911
819,0.389105
820,0.375725
821,0.356342
822,0.355972
823,0.374595
824,0.368350
825,0.362112
826,0.387899
827,0.368940
828,0.373706
829,0.346526
830,0.349930
831,0.377082
832,0.373141
833,0.369651
834,0.364980
835,0.353013
836,0.362331
837,0.371844
838,0.385695
839,0.348621
840,0.372350
841,0.383353
842,0.358625
843,0.367649
844,0.361342
845,0.355788
846,0.355987
847,0.356424
848,0.358932
849,0.426856
850,0.366135
851,0.364210
852,0.363590
853,0.376229
854,0.355246
855,0.363433
856,0.350898
857,0.357287
858,0.349119
859,0.351751
860,0.366532
861,0.373613
862,0.361893
863,0.384688
864,0.363260
865,0.362106
866,0.359286
867,0.368870
868,0.351063
869,0.369532
870,0.373720
871,0.354917
872,0.367722
873,0.356345
874,0.387076
875,0.369394
876,0.363745
877,0.360655
878,0.353868
879,0.369648
880,0.404553
881,0.395980
882,0.405560
883,0.421362
884,0.397562
885,0.393069
886,0.428132
887,0.404858
888,0.383751
889,0.374263
890,0.384625
891,0.383436
892,0.362105
893,0.348699
894,0.389319
895,0.423474
896,0.383760
897,0.397687
898,0.400237
899,0.383155
900,0.441028
901,0.388376
902,0.363237
903,0.354327
904,0.393873
905,0.385225
906,0.423841
907,0.391455
908,0.360838
909,0.349728
910,0.370830
911,0.355481
912,0.364599
913,0.371141
914,0.361531
915,0.381264
916,0.377611
917,0.364962
918,0.361821
919,0.367197
920,0.355189
921,0.360381
922,0.359659
923,0.357751
924,0.366675
925,0.357717
926,0.371161
927,0.354345
928,0.366082
929,0.369162
930,0.363913
931,0.357559
932,0.354628
933,0.379222
934,0.364596
935,0.355535
936,0.358350
937,0.385289
938,0.373287
939,0.370339
940,0.376086
941,0.426506
942,0.363904
943,0.367274
944,0.360197
945,0.364736
946,0.376014
947,0.365584
948,0.356369
949,0.360105
950,0.381910
951,0.360494
952,0.352344
953,0.352880
954,0.374143
955,0.373474
956,0.369543
957,0.379674
958,0.388119
959,0.378138
960,0.345242
961,0.440522
962,0.360179
963,0.370285
964,0.361331
965,0.364458
966,0.452437
967,0.356546
968,0.361362
969,0.368753
970,0.354926
971,0.356171
972,0.354284
973,0.368110
974,0.395669
975,0.358924
976,0.376686
977,0.351541
978,0.370052
979,0.420297
980,0.356437
981,0.389634
982,0.390954
983,0.363471
984,0.361010
985,0.390124
986,0.363052
987,0.354065
988,0.397085
989,0.366872
990,0.387656
991,0.361250
992,0.355132
993,0.365744
994,0.372282
995,0.365314
996,0.384009
997,0.430869
998,0.374985
999,0.362274
1000,0.356075
1001,0.355610
1002,0.366986
1003,0.390980
1004,0.375444
1005,0.374241
1006,0.394256
1007,0.379210
1008,0.353295
1009,0.355369
1010,0.356695
1011,0.373195
1012,0.384833
1013,0.363771
1014,0.366637
1015,0.368261
1016,0.379778
1017,0.366537
1018,0.425980
1019,0.364345
1020,0.373637
1021,0.377579
1022,0.360888
1023,0.359310
1024,0.362844
1025,0.370525
1026,0.366799
1027,0.361001
1028,0.366590
1029,0.356957
1030,0.357411
1031,0.355799
1032,0.367429
1033,0.366288
1034,0.363661
1035,0.360003
1036,0.366870
1037,0.394386
1038,0.352915
1039,0.370084
1040,0.377429
1041,0.379411
1042,0.361677
1043,0.360779
1044,0.370996
1045,0.383219
1046,0.383792
1047,0.360833
1048,0.361682
1049,0.350232
1050,0.367743
1051,0.358398
1052,0.359653
1053,0.379651
1054,0.362863
1055,0.363864
1056,0.363335
1057,0.364324
1058,0.353338
1059,0.382966
1060,0.396949
1061,0.380992
1062,0.381623
1063,0.369743
1064,0.372508
1065,0.349071
1066,0.363585
1067,0.366456
1068,0.361976
1069,0.364863
1070,0.366061
1071,0.367970
1072,0.365873
1073,0.420882
1074,0.407373
1075,0.389441
1076,0.365235
1077,0.359240
1078,0.361866
1079,0.381290
1080,0.432054
1081,0.393270
1082,0.372944
1083,0.389682
1084,0.350133
1085,0.370678
1086,0.373274
1087,0.425092
1088,0.391955
1089,0.369600
1090,0.364977
1091,0.415754
1092,0.377034
1093,0.359858
1094,0.367075
1095,0.357219
1096,0.374934
1097,0.389563
1098,0.357929
1099,0.401440
1100,0.373127
1101,0.376152
1102,0.456264
1103,0.375392
1104,0.363462
1105,0.408287
1106,0.354932
1107,0.373483
1108,0.380971
1109,0.372666
1110,0.385915
1111,0.364977
1112,0.362278
1113,0.382227
1114,0.363306
1115,0.355998
1116,0.356580
1117,0.411241
1118,0.370726
1119,0.376031
1120,0.370444
1121,0.355144
1122,0.357772
1123,0.392459
1124,0.372137
1125,0.362294
1126,0.377788
1127,0.375577
1128,0.359962
1129,0.376650
1130,0.384911
1131,0.361043
1132,0.382639
1133,0.381516
1134,0.380147
1135,0.449547
1136,0.362324
1137,0.395921
1138,0.380614
1139,0.460368
1140,0.365541
1141,0.350389
1142,0.352684
1143,0.368336
1144,0.357648
1145,0.379493
1146,0.366070
1147,0.371100
1148,0.366789
1149,0.388902
1150,0.406876
1151,0.362619
1152,0.384110
1153,0.381565
1154,0.376659
1155,0.348943
1156,0.380668
1157,0.368071
1158,0.404643
1159,0.354539
1160,0.430497
1161,0.373299
1162,0.370474
