id,scores
0,0.345604
1,0.369624
2,0.365354
3,0.341808
4,0.358563
5,0.354581
6,0.364749
7,0.352574
8,0.367405
9,0.334375
10,0.369451
11,0.335818
12,0.354635
13,0.360239
14,0.378618
15,0.351160
16,0.390636
17,0.371891
18,0.374520
19,0.372333
20,0.380263
21,0.353072
22,0.362890
23,0.346955
24,0.338924
25,0.340972
26,0.340466
27,0.343431
28,0.335402
29,0.339099
30,0.347233
31,0.337527
32,0.364301
33,0.346522
34,0.382878
35,0.349597
36,0.342308
37,0.356707
38,0.357883
39,0.353108
40,0.379247
41,0.341211
42,0.339963
43,0.341401
44,0.403667
45,0.350709
46,0.366337
47,0.377242
48,0.399796
49,0.355332
50,0.413781
51,0.404687
52,0.345393
53,0.390786
54,0.356722
55,0.389557
56,0.339292
57,0.361758
58,0.365335
59,0.352984
60,0.356066
61,0.356215
62,0.374571
63,0.379509
64,0.364534
65,0.352527
66,0.390049
67,0.349170
68,0.332562
69,0.395766
70,0.363060
71,0.364072
72,0.338212
73,0.348758
74,0.354924
75,0.348777
76,0.353749
77,0.350396
78,0.351466
79,0.375661
80,0.356436
81,0.358118
82,0.334489
83,0.346965
84,0.348813
85,0.340000
86,0.357717
87,0.345843
88,0.370233
89,0.341917
90,0.341466
91,0.342389
92,0.354542
93,0.340642
94,0.370292
95,0.366695
96,0.341630
97,0.342083
98,0.355312
99,0.373342
100,0.361759
101,0.379273
102,0.349789
103,0.378439
104,0.390404
105,0.347860
106,0.394303
107,0.383780
108,0.364749
109,0.365274
110,0.345742
111,0.359214
112,0.375510
113,0.360932
114,0.389783
115,0.360686
116,0.412029
117,0.374558
118,0.367712
119,0.398270
120,0.340096
121,0.362181
122,0.340958
123,0.376848
124,0.349559
125,0.374921
126,0.344641
127,0.429115
128,0.349866
129,0.357244
130,0.357711
131,0.345662
132,0.377438
133,0.356609
134,0.418072
135,0.363496
136,0.349773
137,0.339395
138,0.373898
139,0.343921
140,0.357133
141,0.344401
142,0.350495
143,0.342891
144,0.348184
145,0.356513
146,0.347590
147,0.348028
148,0.352045
149,0.351390
150,0.354094
151,0.339549
152,0.402826
153,0.392688
154,0.394108
155,0.358386
156,0.342893
157,0.349020
158,0.356486
159,0.360542
160,0.353431
161,0.354666
162,0.340536
163,0.338396
164,0.391841
165,0.334801
166,0.363780
167,0.366799
168,0.359684
169,0.392033
170,0.344380
171,0.342735
172,0.395138
173,0.360548
174,0.421854
175,0.342847
176,0.345120
177,0.349212
178,0.349105
179,0.344440
180,0.347834
181,0.338333
182,0.342197
183,0.419324
184,0.381464
185,0.387225
186,0.454357
187,0.347941
188,0.340029
189,0.333619
190,0.414805
191,0.348815
192,0.353532
193,0.336265
194,0.334945
195,0.349438
196,0.337153
197,0.340704
198,0.337591
199,0.336182
200,0.334615
201,0.388075
202,0.342082
203,0.343731
204,0.353969
205,0.351189
206,0.340886
207,0.344261
208,0.373223
209,0.331553
210,0.405170
211,0.356822
212,0.369943
213,0.338555
214,0.339760
215,0.333536
216,0.343473
217,0.354950
218,0.373197
219,0.341705
220,0.344691
221,0.342775
222,0.353516
223,0.375568
224,0.360510
225,0.408267
226,0.367968
227,0.343792
228,0.354128
229,0.341178
230,0.343019
231,0.336492
232,0.394965
233,0.352011
234,0.354248
235,0.369709
236,0.348998
237,0.348162
238,0.424107
239,0.378656
240,0.337888
241,0.345725
242,0.343403
243,0.356360
244,0.349532
245,0.340570
246,0.376024
247,0.342468
248,0.352344
249,0.343280
250,0.372221
251,0.396819
252,0.345279
253,0.454083
254,0.339052
255,0.342403
256,0.352671
257,0.369172
258,0.336823
259,0.386254
260,0.355530
261,0.362627
262,0.417846
263,0.356917
264,0.347578
265,0.388371
266,0.366844
267,0.347146
268,0.349240
269,0.352655
270,0.368679
271,0.363493
272,0.353722
273,0.360113
274,0.358574
275,0.381062
276,0.339980
277,0.365788
278,0.354934
279,0.358282
280,0.360265
281,0.374708
282,0.375939
283,0.387219
284,0.338753
285,0.367636
286,0.359922
287,0.378613
288,0.410414
289,0.382757
290,0.338502
291,0.371266
292,0.389322
293,0.334635
294,0.349604
295,0.430473
296,0.336082
297,0.345682
298,0.344826
299,0.375216
300,0.337966
301,0.411751
302,0.373608
303,0.339146
304,0.353840
305,0.390165
306,0.337640
307,0.335736
308,0.369468
309,0.348386
310,0.422783
311,0.353338
312,0.345061
313,0.359176
314,0.344182
315,0.362604
316,0.382990
317,0.334255
318,0.340852
319,0.341667
320,0.343896
321,0.360595
322,0.342718
323,0.367273
324,0.344172
325,0.360818
326,0.343478
327,0.404555
328,0.340746
329,0.338397
330,0.367904
331,0.359882
332,0.365099
333,0.381506
334,0.371306
335,0.350895
336,0.350366
337,0.347658
338,0.362065
339,0.350303
340,0.345663
341,0.380302
342,0.340671
343,0.335313
344,0.342256
345,0.342858
346,0.358200
347,0.336788
348,0.338490
349,0.328996
350,0.361297
351,0.336480
352,0.371720
353,0.362325
354,0.341363
355,0.364608
356,0.349702
357,0.345879
358,0.343687
359,0.342768
360,0.337957
361,0.338761
362,0.338318
363,0.339807
364,0.343114
365,0.344435
366,0.346935
367,0.348115
368,0.360832
369,0.358893
370,0.346954
371,0.383386
372,0.337468
373,0.393551
374,0.337468
375,0.333531
376,0.338916
377,0.381209
378,0.371861
379,0.341898
380,0.346203
381,0.348725
382,0.363069
383,0.417585
384,0.396555
385,0.360061
386,0.343222
387,0.411191
388,0.381192
389,0.366323
390,0.363801
391,0.377106
392,0.395390
393,0.366264
394,0.369387
395,0.367265
396,0.350949
397,0.378864
398,0.341917
399,0.378102
400,0.386987
401,0.340771
402,0.406475
403,0.357208
404,0.343641
405,0.361664
406,0.355377
407,0.350123
408,0.412105
409,0.393108
410,0.368802
411,0.351881
412,0.351788
413,0.350832
414,0.341114
415,0.382156
416,0.366937
417,0.351526
418,0.372565
419,0.346021
420,0.368298
421,0.383483
422,0.339999
423,0.343366
424,0.350724
425,0.343638
426,0.380705
427,0.369343
428,0.351678
429,0.348001
430,0.429298
431,0.386290
432,0.387799
433,0.359991
434,0.358775
435,0.356113
436,0.362736
437,0.376203
438,0.398885
439,0.402345
440,0.410722
441,0.348308
442,0.392159
443,0.355373
444,0.345725
445,0.336066
446,0.342455
447,0.370075
448,0.387624
449,0.346104
450,0.339753
451,0.360583
452,0.338204
453,0.344033
454,0.337642
455,0.462210
456,0.373462
457,0.344827
458,0.355735
459,0.343464
460,0.350409
461,0.360880
462,0.347263
463,0.347344
464,0.358006
465,0.339647
466,0.373034
467,0.368285
468,0.350498
469,0.354548
470,0.368704
471,0.367701
472,0.382691
473,0.344182
474,0.340442
475,0.375903
476,0.334396
477,0.351643
478,0.351590
479,0.351401
480,0.374889
481,0.358147
482,0.344099
483,0.360985
484,0.342809
485,0.371121
486,0.364242
487,0.354013
488,0.341910
489,0.376531
490,0.373772
491,0.362889
492,0.357286
493,0.363166
494,0.348391
495,0.358722
496,0.368545
497,0.385365
498,0.367405
499,0.345589
500,0.336225
501,0.344696
502,0.359851
503,0.335610
504,0.340256
505,0.374728
506,0.345344
507,0.375858
508,0.353223
509,0.342681
510,0.354970
511,0.333546
512,0.342127
513,0.347631
514,0.400594
515,0.389436
516,0.355516
517,0.392264
518,0.395980
519,0.342355
520,0.397304
521,0.416561
522,0.366270
523,0.435642
524,0.344427
525,0.359866
526,0.379501
527,0.368540
528,0.374526
529,0.372026
530,0.452543
531,0.376735
532,0.455925
533,0.349619
534,0.367319
535,0.404069
