id,scores
0,0.375504
1,0.368180
2,0.393074
3,0.426305
4,0.377885
5,0.380115
6,0.401478
7,0.391777
8,0.408980
9,0.359104
10,0.372480
11,0.369930
12,0.385780
13,0.367999
14,0.402453
15,0.357457
16,0.400582
17,0.390268
18,0.395362
19,0.371413
20,0.375970
21,0.416679
22,0.372150
23,0.364227
24,0.407522
25,0.395939
26,0.379582
27,0.392702
28,0.377222
29,0.394468
30,0.376728
31,0.383410
32,0.388010
33,0.386309
34,0.385095
35,0.368580
36,0.388859
37,0.379635
38,0.367468
39,0.402653
40,0.370856
41,0.403715
42,0.400660
43,0.366821
44,0.369425
45,0.395068
46,0.387112
47,0.374364
48,0.357460
49,0.373669
50,0.377819
51,0.373234
52,0.397168
53,0.357729
54,0.386246
55,0.396067
56,0.378027
57,0.376323
58,0.379634
59,0.384057
60,0.392006
61,0.363620
62,0.379793
63,0.393588
64,0.374979
65,0.365114
66,0.353572
67,0.383871
68,0.379858
69,0.376801
70,0.376707
71,0.361094
72,0.358827
73,0.367592
74,0.376489
75,0.362354
76,0.392993
77,0.367403
78,0.377331
79,0.365180
80,0.380399
81,0.395918
82,0.370322
83,0.387864
84,0.376219
85,0.371404
86,0.394211
87,0.403658
88,0.365752
89,0.376889
90,0.414562
91,0.388900
92,0.412543
93,0.391532
94,0.401928
95,0.407805
96,0.360169
97,0.390606
98,0.395779
99,0.387327
100,0.398135
101,0.372039
102,0.373471
103,0.412127
104,0.400601
105,0.386343
106,0.374259
107,0.364118
108,0.396478
109,0.380672
110,0.390421
111,0.400979
112,0.395410
113,0.381591
114,0.370961
115,0.368524
116,0.388734
117,0.363556
118,0.405244
119,0.398918
120,0.359430
121,0.383980
122,0.395617
123,0.399687
124,0.368283
125,0.370141
126,0.384221
127,0.397322
128,0.364780
129,0.389628
130,0.407398
131,0.379840
132,0.366482
133,0.370302
134,0.362186
135,0.391400
136,0.390124
137,0.386178
138,0.398846
139,0.373484
140,0.370632
141,0.414421
142,0.377865
143,0.367335
144,0.356193
145,0.387101
146,0.398384
147,0.389499
148,0.389529
149,0.389473
150,0.395858
151,0.407139
152,0.373657
153,0.379346
154,0.371736
155,0.403541
156,0.385554
157,0.376136
158,0.389441
159,0.369766
160,0.368948
161,0.380014
162,0.374502
163,0.383119
164,0.395202
165,0.386159
166,0.384196
167,0.358362
168,0.387218
169,0.423278
170,0.362924
171,0.359764
172,0.376905
173,0.371371
174,0.373814
175,0.383459
176,0.394658
177,0.377761
178,0.361076
179,0.382163
180,0.375292
181,0.394434
182,0.365764
183,0.377724
184,0.381902
185,0.384956
186,0.359322
187,0.379674
188,0.367553
189,0.370746
190,0.407010
191,0.373261
192,0.395055
193,0.364193
194,0.366566
195,0.385765
196,0.360992
197,0.346332
198,0.398364
199,0.369746
200,0.392006
201,0.415644
202,0.350276
203,0.378903
204,0.366457
205,0.406497
206,0.381595
207,0.412261
208,0.364414
209,0.380570
210,0.363866
211,0.366472
212,0.393814
213,0.382500
214,0.371830
215,0.377280
216,0.382027
217,0.397090
218,0.378938
219,0.367980
220,0.363577
221,0.375454
222,0.389339
223,0.364417
224,0.414053
225,0.376596
226,0.377940
227,0.378002
228,0.362834
229,0.350754
230,0.402441
231,0.396101
232,0.365659
233,0.373949
234,0.395451
235,0.380483
236,0.375232
237,0.381002
238,0.366767
239,0.378056
240,0.377446
241,0.421888
242,0.388909
243,0.384132
244,0.370620
245,0.369070
246,0.370478
247,0.363008
248,0.364835
249,0.377874
250,0.392934
251,0.358612
252,0.371682
253,0.377763
254,0.364732
255,0.373570
256,0.369390
257,0.376931
258,0.367060
259,0.372731
260,0.396856
261,0.363100
262,0.387703
263,0.370436
264,0.386723
265,0.355317
266,0.392893
267,0.375147
268,0.372983
269,0.380766
270,0.388028
271,0.446392
272,0.378825
