id,scores
0,0.332231
1,0.338561
2,0.324019
3,0.322756
4,0.332951
5,0.398563
6,0.317234
7,0.329202
8,0.327864
9,0.373395
10,0.318113
11,0.326175
12,0.333518
13,0.326463
14,0.320519
15,0.336617
16,0.326661
17,0.316976
18,0.332173
19,0.319382
20,0.325916
21,0.444639
22,0.318726
23,0.317453
24,0.330878
25,0.326130
26,0.337950
27,0.339224
28,0.333449
29,0.320987
30,0.320205
31,0.412661
32,0.320288
33,0.353051
34,0.324038
35,0.319215
36,0.321213
37,0.316652
38,0.317587
39,0.321231
40,0.316986
41,0.324101
42,0.326696
43,0.332784
44,0.331426
45,0.333405
46,0.332284
47,0.318807
48,0.331218
49,0.351022
50,0.327870
51,0.320563
52,0.342535
53,0.317155
54,0.330131
55,0.329983
56,0.330012
57,0.319339
58,0.318034
59,0.324315
60,0.319753
61,0.356993
62,0.332587
63,0.319481
64,0.362619
65,0.335005
66,0.335032
67,0.339148
68,0.322831
69,0.372387
70,0.358277
71,0.320819
72,0.341560
73,0.333062
74,0.327278
75,0.323114
76,0.329215
77,0.346138
78,0.335068
79,0.320693
80,0.334401
81,0.325687
82,0.346463
83,0.321937
84,0.317647
85,0.336101
86,0.319867
87,0.319408
88,0.336593
89,0.323658
90,0.322473
91,0.338183
92,0.329758
93,0.331577
94,0.330126
95,0.330923
96,0.326084
97,0.334742
98,0.325554
99,0.356032
100,0.327708
101,0.329585
102,0.318500
103,0.366904
104,0.325549
105,0.327444
106,0.338425
107,0.329700
108,0.326547
109,0.326330
110,0.334714
111,0.346012
112,0.330613
113,0.336231
114,0.336055
115,0.328885
116,0.323418
117,0.342069
118,0.316927
119,0.326817
120,0.335523
121,0.320495
122,0.329681
123,0.323397
124,0.318679
125,0.319863
126,0.360726
127,0.332227
128,0.323488
129,0.319232
130,0.327961
131,0.325033
132,0.344083
133,0.317256
134,0.347247
135,0.332008
136,0.316887
137,0.357334
138,0.337605
139,0.321296
140,0.328136
141,0.329106
142,0.324976
143,0.317301
144,0.334525
145,0.318033
146,0.320085
147,0.321247
148,0.346624
149,0.320269
150,0.367105
151,0.343987
152,0.370289
153,0.349264
154,0.321874
155,0.340377
156,0.322410
157,0.359146
158,0.343529
159,0.370582
160,0.320461
161,0.345565
162,0.338724
163,0.323339
164,0.325589
165,0.332873
166,0.317153
167,0.325884
168,0.342101
169,0.324177
170,0.317789
171,0.341645
172,0.325351
173,0.332480
174,0.325706
175,0.374364
176,0.328577
177,0.326880
178,0.331152
179,0.340279
180,0.342183
181,0.320788
182,0.324029
183,0.318779
184,0.321051
185,0.321681
186,0.316311
187,0.321414
188,0.364021
189,0.321404
190,0.325110
191,0.334578
192,0.317704
193,0.318577
194,0.319856
195,0.320191
196,0.324619
197,0.325854
198,0.320458
199,0.318650
200,0.330473
201,0.318382
202,0.317294
203,0.329623
204,0.323301
205,0.320789
206,0.324147
207,0.328574
208,0.331789
209,0.340024
210,0.348718
211,0.328374
212,0.346169
213,0.317286
214,0.333380
215,0.317823
216,0.319757
217,0.317919
218,0.319677
219,0.333829
220,0.326049
221,0.321681
222,0.324872
223,0.341274
224,0.372765
225,0.331328
226,0.322932
227,0.319439
228,0.317614
229,0.332469
230,0.316679
231,0.326600
232,0.318850
233,0.321960
234,0.337427
235,0.317781
236,0.317446
237,0.317203
238,0.318815
239,0.322650
240,0.327840
241,0.321150
242,0.318363
243,0.318298
244,0.320086
245,0.365825
246,0.318980
247,0.317210
248,0.321187
249,0.322595
250,0.317942
251,0.330172
252,0.320331
253,0.337863
254,0.322209
255,0.329563
256,0.326264
257,0.321377
258,0.351481
259,0.325645
260,0.324262
261,0.323547
262,0.319766
263,0.357966
264,0.325031
265,0.402759
266,0.345465
267,0.378249
268,0.364891
269,0.336674
270,0.346895
271,0.330127
272,0.335755
273,0.324618
274,0.328432
275,0.328335
276,0.337960
277,0.336508
278,0.321867
279,0.353144
280,0.325791
281,0.327666
282,0.316770
283,0.329130
284,0.323441
285,0.326147
286,0.332842
287,0.323486
288,0.329208
289,0.321660
290,0.319818
291,0.320512
292,0.339786
293,0.324961
294,0.322540
295,0.331512
296,0.322214
297,0.324941
298,0.321046
299,0.318507
300,0.328738
301,0.325304
302,0.319692
303,0.325884
304,0.333956
305,0.331669
306,0.318601
307,0.328398
308,0.329681
309,0.324220
310,0.317969
311,0.316775
312,0.325389
313,0.341434
314,0.366855
315,0.335287
316,0.336866
317,0.350532
318,0.359445
319,0.338767
320,0.317516
321,0.335780
322,0.327753
323,0.322017
324,0.324579
325,0.317368
326,0.317522
327,0.329715
328,0.343038
329,0.325833
330,0.320339
331,0.320307
332,0.316575
333,0.319207
334,0.316714
335,0.332309
336,0.319942
337,0.322416
338,0.331052
339,0.321772
340,0.368754
341,0.332512
342,0.326564
343,0.323753
344,0.412311
345,0.328938
346,0.332395
347,0.331093
348,0.330144
349,0.319253
350,0.328079
351,0.326228
352,0.316897
353,0.321777
354,0.323917
355,0.320124
356,0.318884
357,0.320808
358,0.320270
359,0.318440
360,0.321573
361,0.325835
362,0.318335
363,0.327529
364,0.317219
365,0.329718
366,0.327694
367,0.343982
368,0.322109
369,0.318161
370,0.322551
371,0.320957
372,0.330256
373,0.318300
374,0.350094
375,0.319871
376,0.319360
377,0.336659
378,0.321862
379,0.315578
380,0.326221
381,0.326344
382,0.319948
383,0.325994
384,0.336959
385,0.326300
386,0.318310
387,0.327343
388,0.320421
389,0.326491
390,0.322994
391,0.341124
392,0.330826
393,0.327508
394,0.351191
395,0.316924
396,0.329131
397,0.325019
398,0.325766
399,0.332198
400,0.330599
401,0.317845
402,0.323754
403,0.322650
404,0.318232
405,0.316913
406,0.334126
407,0.326534
408,0.359207
409,0.318846
410,0.325360
411,0.315183
412,0.328420
413,0.322594
414,0.328924
415,0.325386
416,0.318344
