True,iforestPythonScore
0,0.4053091104620601
1,0.4361100820959933
2,0.4505127117493372
3,0.39147816053686835
4,0.4259528317981219
5,0.41980295787633054
6,0.43005066153881244
7,0.4075540041886362
8,0.4369993044901042
9,0.3735387610801368
10,0.45940796523618654
11,0.38131014667466506
12,0.41551188792725935
13,0.41123042003706567
14,0.45906721090332375
15,0.4615886497798289
16,0.49059443710183903
17,0.4660509213171858
18,0.4528458978695764
19,0.44252062055081953
20,0.46255535431918166
21,0.398879126537509
22,0.43707901003469635
23,0.40836968138047175
24,0.37650598498614174
25,0.3839310821489523
26,0.3904985079104021
27,0.3890406356316314
28,0.38381442840378893
29,0.37696083386766194
30,0.39444933756833117
31,0.37204552018051706
32,0.442474946320451
33,0.3987708741059628
34,0.45937714757693615
35,0.41806376623855734
36,0.3841205000253908
37,0.43506104263831
38,0.4223237971589594
39,0.4057018519323208
40,0.4408762575223105
41,0.3878129877117247
42,0.3903713617443346
43,0.3830971860231258
44,0.4883188890145632
45,0.3960984138113559
46,0.46940325376086967
47,0.46362804733786805
48,0.4994687251964931
49,0.43740489143127864
50,0.5307575556648096
51,0.48469277993124527
52,0.3994725363964182
53,0.4698196146716987
54,0.4436694931256386
55,0.4715103873185239
56,0.38917295577035066
57,0.4327082956611148
58,0.4273086821570994
59,0.41291870586121565
60,0.4304781888006463
61,0.41549307869367286
62,0.4658060159316285
63,0.4573328029381955
64,0.4230206585922288
65,0.4021951841925818
66,0.4414093461681455
67,0.38718316407202774
68,0.3755465489272558
69,0.4715205495381193
70,0.4514118502210489
71,0.4195472679697593
72,0.38765807087191045
73,0.39952963731744
74,0.40970320327593296
75,0.4085149801251308
76,0.399302177218596
77,0.42142323895643374
78,0.3976712661933485
79,0.44198236621915543
80,0.39547679599654123
81,0.41231131841161606
82,0.3739614026057566
83,0.383820729040138
84,0.4192710927895282
85,0.384261405226195
86,0.4128925973954398
87,0.3992142621234891
88,0.43669654810592784
89,0.38889127898438963
90,0.39852091746390383
91,0.3867021421138367
92,0.40713711024847377
93,0.3886694890768881
94,0.45098475042330505
95,0.44723979117865004
96,0.3889296774867943
97,0.4160465463059991
98,0.43562733451153324
99,0.43261211389026133
100,0.4340930479160667
101,0.48608765469789517
102,0.40115325410016883
103,0.44639567934659086
104,0.45996478785288414
105,0.396701881522943
106,0.48248171915793525
107,0.4707130967578
108,0.4477108766706608
109,0.4371200393575649
110,0.41020570835362363
111,0.4055008311900878
112,0.43770076366765787
113,0.4232948280473514
114,0.47638573917660404
115,0.422350182330213
116,0.5031810991343199
117,0.45979074955522325
118,0.44743831906155584
119,0.5043296206965749
120,0.3889484191963208
121,0.4202196706223469
122,0.4012303198391632
123,0.46422752692724994
124,0.4272327268861703
125,0.4346762150415071
126,0.40598142700904694
127,0.5690123159823314
128,0.3997247335621584
129,0.4272039128006693
130,0.42287250448929825
131,0.39195757910590373
132,0.4443943309756722
133,0.43916356723177147
134,0.5450401471506438
135,0.441911699760409
136,0.44455937786864236
137,0.39502783743078784
138,0.4438874511534762
139,0.3781486992441941
140,0.4163129522423965
141,0.39635590107742563
142,0.4181293305996167
143,0.3922485910507236
144,0.3910076451628704
145,0.40578028647188863
146,0.40155407115294156
147,0.40026271625032184
